doc,stage,version,severity,code,detail
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_missed,p1: Staff Initials:
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_missed,p1: Comment:
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_false_positive,p1: Admission Restrictions: Photo ID
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_false_positive,p1: Admission Restrictions: Bag Search
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_false_positive,p1: Admission Restrictions: Bag Search Items Removed
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_false_positive,p1: Admission Restrictions: ICF Check
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_false_positive,p1: Admission Restrictions: ICF Version/Date
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_missed,p3: Staff Initials:
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_missed,p3: Comment:
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_false_positive,p3: Admission Restrictions: Grapefruit
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_false_positive,p3: Admission Restrictions: Poppy seeds
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_false_positive,p3: Admission Restrictions: Activity
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_false_positive,p3: Admission Restrictions: Smoking
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_false_positive,p3: Prompts: PD Prompt
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_false_positive,p3: Admission Restrictions: Adverse Event
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_missed,p33: Comment:
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_missed,p122: Staff Initials:
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_missed,p122: Comment:
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_missed,p247: Staff Initials:
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_missed,p247: Comment:
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_missed,p247: QTcF
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_missed,p247: Systolic
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_missed,p247: Diastolic
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_missed,p247: Heart Rate
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_missed,p247: Respiratory Rate
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_missed,p247: Oral Temperature - Degrees Celsius
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_false_positive,p247: Vital Signs: Vital Signs Supine Full Set
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_false_positive,p247: Vital Signs: Clinical Significance
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,1,quality,audit_missed,p376: Comment:
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,2,quality,audit_missed,p1: Signed ICF Version / Date
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,2,quality,audit_missed,p1: Staff Initials:
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,2,quality,audit_missed,p1: Comment:
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,2,quality,audit_missed,p1: Has the ICF version been checked?
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,2,quality,audit_missed,p1: Bag search performed?
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,2,quality,audit_missed,"p1: If restricted items removed, record items here"
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,2,quality,audit_missed,p1: Has the participant's photographic and wristband ID been verified and wristband applied to participant's wrist?
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,2,quality,audit_false_positive,p1: Admission Restrictions: ICF Version/Date
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,2,quality,audit_missed,p3: Staff Initials:
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,2,quality,audit_missed,p3: Comment:
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,2,quality,audit_missed,"p3: Has participant consumed food or beverages containing pomelo, grapefruit, grapefruit juice, Seville oranges, Seville orange juice, blueberry juice, or cranberry juice within 48 hours (72hrs prior to dosing) prior to Admission visit? (If 'Yes' exclude per exclusion criteria #24)"
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,2,quality,audit_missed,p3: Has the participant consumed any food containing poppy seeds within 48 hours prior to Admission visit?
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,2,quality,audit_missed,p3: Has the participant had strenuous activity (e.g. weightlifting) within 72 hours prior to Admission visit?
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,2,quality,audit_missed,p3: Has the participant use of tobacco products or experience daily exposure to second-hand smoke since Screening? (If 'Yes' exclude per exclusion criteria #14)
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,2,quality,audit_missed,p3: Please ensure that a Protocol Deviation is completed
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,2,quality,audit_missed,p122: Staff Initials:
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,2,quality,audit_missed,p122: Comment:
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,2,quality,audit_missed,p122: Most Lethal Attempt Date
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,2,quality,audit_missed,p122: Actual Lethality/Medical Damage - Most Lethal Attempt
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,2,quality,audit_missed,p247: Staff Initials:
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,2,quality,audit_missed,p247: Comment:
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,2,quality,audit_missed,p247: ECG Difference Calculation - a participant will be withdrawn where there is an increase in QTcF interval of >60 msec from baseline (confirmed following a repeat ECG)
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,2,quality,audit_missed,p247: Vital Signs
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,2,quality,audit_missed,p247: Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs)
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,2,quality,audit_false_positive,p247: Vital Signs (Supine for at least 3 minutes)
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,3,quality,audit_missed,p1: Has the ICF version been checked?
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,3,quality,audit_missed,p1: Signed ICF Version / Date
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,3,quality,audit_missed,p1: Staff Initials:
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,3,quality,audit_missed,p1: Comment:
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,3,quality,audit_missed,p1: Bag search performed?
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,3,quality,audit_missed,"p1: If restricted items removed, record items here"
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,3,quality,audit_missed,p1: Has the participant's photographic and wristband ID been verified and wristband applied to participant's wrist?
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,3,quality,audit_false_positive,p1: Admission Restrictions: ICF Check
crf_forms_326-201-00007_Annotated_CRF___v1.0_30_Sep_2024_1_,audit,3,quality,audit_false_positive,p1: Admission Restrictions: ICF Version/Date
